0.2976,-0.9536,-0.0405
0.2937,-0.9485,-0.0364
0.2883,-0.9404,-0.0364
0.2800,-0.9355,-0.0388
0.2705,-0.9351,-0.0422
0.2744,-0.9409,-0.0466
0.2913,-0.9524,-0.0427
0.3066,-0.9631,-0.0349
0.3145,-0.9692,-0.0242
0.3149,-0.9658,-0.0173
0.3101,-0.9587,-0.0195
0.3062,-0.9504,-0.0264
0.3069,-0.9485,-0.0305
0.3123,-0.9553,-0.0278
0.3159,-0.9602,-0.0244
0.3159,-0.9626,-0.0259
0.3152,-0.9614,-0.0313
0.3076,-0.9600,-0.0330
0.3000,-0.9668,-0.0325
0.3064,-0.9839,-0.0330
0.3242,-0.9988,-0.0303
0.3340,-0.9968,-0.0205
0.3296,-0.9619,-0.0100
0.3220,-0.9241,-0.0122
0.3127,-0.9124,-0.0156
0.3157,-0.9150,-0.0095
0.3352,-0.9385,-0.0105
0.3516,-0.9736,-0.0139
0.3545,-0.9937,-0.0112
0.3462,-0.9902,-0.0134
0.3320,-0.9714,-0.0186
0.3074,-0.9299,-0.0322
0.2942,-0.9412,-0.0432
0.2847,-0.9714,-0.0427
0.2866,-0.9907,-0.0259
0.3035,-0.9959,-0.0056
0.3164,-0.9944,0.0010
0.3167,-0.9807,-0.0034
0.3123,-0.9617,-0.0139
0.3137,-0.9431,-0.0254
0.3230,-0.9326,-0.0381
0.3369,-0.9290,-0.0479
0.3452,-0.9250,-0.0566
0.3442,-0.9172,-0.0681
0.3438,-0.9189,-0.0762
0.3533,-0.9343,-0.0786
0.3645,-0.9517,-0.0723
0.3694,-0.9729,-0.0598
0.3691,-0.9946,-0.0447
0.3577,-1.0063,-0.0317
0.3357,-1.0022,-0.0237
0.3169,-0.9917,-0.0210
0.3044,-0.9875,-0.0225
0.2905,-0.9897,-0.0212
0.2778,-0.9927,-0.0171
0.2703,-0.9956,-0.0186
0.2683,-0.9949,-0.0220
0.2629,-0.9768,-0.0171
0.2566,-0.9387,-0.0144
0.2595,-0.9016,-0.0161
0.2649,-0.8787,-0.0269
0.2720,-0.8728,-0.0464
0.2834,-0.8857,-0.0676
0.2944,-0.9036,-0.0767
0.3054,-0.9158,-0.0715
0.3135,-0.9231,-0.0671
0.3193,-0.9248,-0.0701
0.3237,-0.9236,-0.0781
0.3208,-0.9253,-0.0852
0.3188,-0.9319,-0.0825
0.3210,-0.9487,-0.0647
0.3213,-0.9800,-0.0420
0.3215,-1.0063,-0.0300
0.3157,-1.0071,-0.0247
0.3022,-0.9890,-0.0210
0.2886,-0.9624,-0.0242
0.2820,-0.9390,-0.0393
0.2839,-0.9309,-0.0610
0.2932,-0.9302,-0.0774
0.3027,-0.9475,-0.0925
0.3008,-0.9604,-0.0891
0.3040,-0.9727,-0.0825
0.3103,-0.9802,-0.0728
0.3103,-0.9863,-0.0581
0.3047,-0.9998,-0.0459
0.2961,-1.0063,-0.0413
0.2861,-0.9951,-0.0437
0.2827,-0.9761,-0.0461
0.2795,-0.9583,-0.0447
0.2781,-0.9397,-0.0449
0.2822,-0.9277,-0.0527
0.2859,-0.9314,-0.0637
0.2881,-0.9404,-0.0725
0.2952,-0.9431,-0.0806
0.3032,-0.9438,-0.0847
0.3079,-0.9441,-0.0837
0.3110,-0.9465,-0.0823
0.3113,-0.9602,-0.0833
0.3154,-0.9719,-0.0833
0.3286,-0.9775,-0.0752
0.3359,-0.9893,-0.0674
0.3315,-0.9934,-0.0642
0.3269,-0.9802,-0.0601
0.3196,-0.9634,-0.0591
0.3103,-0.9551,-0.0640
0.3137,-0.9602,-0.0681
0.3179,-0.9690,-0.0649
0.3157,-0.9746,-0.0591
0.3125,-0.9778,-0.0559
0.2969,-0.9663,-0.0562
0.2756,-0.9441,-0.0640
0.2644,-0.9338,-0.0713
0.2600,-0.9392,-0.0723
0.2634,-0.9504,-0.0715
0.2722,-0.9561,-0.0640
0.2722,-0.9524,-0.0554
0.2659,-0.9438,-0.0503
0.2625,-0.9282,-0.0569
0.2639,-0.9189,-0.0715
0.2693,-0.9258,-0.0737
0.2778,-0.9343,-0.0664
0.2861,-0.9414,-0.0620
0.2886,-0.9490,-0.0649
0.2854,-0.9561,-0.0703
0.2891,-0.9607,-0.0759
0.2954,-0.9631,-0.0762
0.2983,-0.9653,-0.0703
0.2986,-0.9634,-0.0613
0.2969,-0.9575,-0.0562
0.2981,-0.9612,-0.0537
0.2993,-0.9702,-0.0464
0.3013,-0.9707,-0.0383
0.3044,-0.9712,-0.0325
0.3020,-0.9690,-0.0347
0.2954,-0.9604,-0.0388
0.2930,-0.9524,-0.0420
0.2935,-0.9470,-0.0530
0.2939,-0.9446,-0.0647
0.2983,-0.9417,-0.0701
0.3030,-0.9419,-0.0750
0.3062,-0.9492,-0.0725
0.3101,-0.9561,-0.0640
0.3101,-0.9626,-0.0601
0.3083,-0.9700,-0.0566
0.3098,-0.9773,-0.0500
0.3086,-0.9817,-0.0420
0.3032,-0.9780,-0.0430
0.3008,-0.9714,-0.0479
0.3000,-0.9702,-0.0474
0.3020,-0.9697,-0.0447
0.3047,-0.9688,-0.0422
0.2996,-0.9688,-0.0415
0.2920,-0.9661,-0.0413
0.2869,-0.9619,-0.0381
0.2839,-0.9617,-0.0342
0.2825,-0.9651,-0.0364
0.2830,-0.9639,-0.0393
0.2827,-0.9575,-0.0391
0.2766,-0.9495,-0.0383
0.2722,-0.9429,-0.0376
0.2725,-0.9395,-0.0383
0.2747,-0.9365,-0.0374
0.2756,-0.9390,-0.0371
0.2739,-0.9453,-0.0376
0.2739,-0.9512,-0.0371
0.2783,-0.9548,-0.0386
0.2844,-0.9575,-0.0415
0.2871,-0.9592,-0.0439
0.2869,-0.9590,-0.0427
0.2849,-0.9604,-0.0391
0.2869,-0.9646,-0.0364
0.2915,-0.9724,-0.0371
0.2952,-0.9795,-0.0371
0.2991,-0.9812,-0.0332
0.3008,-0.9788,-0.0288
0.3049,-0.9744,-0.0254
0.3093,-0.9709,-0.0293
0.3105,-0.9709,-0.0339
0.3071,-0.9653,-0.0420
0.3049,-0.9617,-0.0334
0.3062,-0.9609,-0.0283
0.3069,-0.9631,-0.0315
0.3066,-0.9641,-0.0361
0.3101,-0.9641,-0.0361
0.3115,-0.9641,-0.0354
0.3081,-0.9639,-0.0378
0.3062,-0.9583,-0.0391
0.3040,-0.9543,-0.0420
0.3054,-0.9534,-0.0442
0.3098,-0.9512,-0.0425
0.3120,-0.9509,-0.0361
0.3110,-0.9548,-0.0269
0.3105,-0.9597,-0.0205
0.3101,-0.9587,-0.0173
0.3064,-0.9534,-0.0173
0.3025,-0.9512,-0.0181
0.3020,-0.9551,-0.0195
0.3098,-0.9546,-0.0205
0.3176,-0.9514,-0.0220
0.3213,-0.9561,-0.0254
0.3286,-0.9631,-0.0232
0.3335,-0.9673,-0.0188
0.3333,-0.9683,-0.0183
0.3352,-0.9641,-0.0181
0.3442,-0.9609,-0.0210
0.3538,-0.9573,-0.0215
0.3594,-0.9524,-0.0183
0.3611,-0.9519,-0.0181
0.3618,-0.9517,-0.0239
0.3618,-0.9519,-0.0269
0.3611,-0.9512,-0.0300
0.3665,-0.9465,-0.0405
0.3716,-0.9470,-0.0374
0.3696,-0.9521,-0.0256
0.3677,-0.9573,-0.0203
0.3699,-0.9592,-0.0178
0.3706,-0.9534,-0.0149
0.3677,-0.9434,-0.0110
0.3594,-0.9360,-0.0056
0.3450,-0.9319,-0.0024
0.3333,-0.9287,-0.0020
0.3267,-0.9268,-0.0061
0.3240,-0.9290,-0.0098
0.3232,-0.9346,-0.0098
0.3252,-0.9392,-0.0088
0.3298,-0.9460,-0.0054
0.3318,-0.9656,-0.0027
0.3284,-0.9700,0.0015
0.3267,-0.9695,0.0105
0.3230,-0.9675,0.0149
0.3167,-0.9639,0.0181
0.3142,-0.9570,0.0217
